,c_1,c_2,c_3,c_4,c_5,c_6,c_7
Iowa-Henry,-0.17464661598205566,0.035180628299713135,0.043310992419719696,-0.04069957137107849,-0.12035517394542694,-0.10314759612083435,0.0094943568110466
Iowa-Howard,-0.3575071692466736,-0.10336744785308838,0.14313653111457825,-0.05916315317153931,0.07015383988618851,-0.15380051732063293,0.04895762354135513
Iowa-Humboldt,-0.28688687086105347,-0.007093846797943115,0.0820656344294548,-0.10300543904304504,0.002988666296005249,-0.1408003270626068,0.04655321687459946
Iowa-Ida,-0.35983818769454956,-0.04707425832748413,0.055660709738731384,-0.057146430015563965,-0.025776520371437073,-0.20183640718460083,0.04203286021947861
Iowa-Iowa,-0.3630874752998352,-0.0807962417602539,0.004388444125652313,-0.013552159070968628,0.0669885203242302,-0.023128032684326172,-0.039065733551979065
Iowa-Jackson,-0.316933810710907,0.09194827079772949,0.0609181672334671,-0.13091310858726501,0.012006272561848164,-0.056132972240448,0.04185538738965988
Iowa-Jasper,-0.3391745090484619,0.09129583835601807,-0.04471655935049057,-0.08487376570701599,-0.004337080754339695,-0.046164482831954956,-0.027477756142616272
Iowa-Jefferson,-0.2224724292755127,-0.07611048221588135,-0.09276510775089264,0.007539272308349609,-0.17199796438217163,-0.17961695790290833,0.21758291125297546
Iowa-Johnson,-0.16967010498046875,-0.19015181064605713,-0.2034403383731842,0.21881693601608276,-0.2266395390033722,-0.024547576904296875,-0.07141585648059845
Iowa-Jones,-0.31626832485198975,0.04515635967254639,0.025417640805244446,-0.06805405020713806,0.05124396085739136,0.006969749927520752,-0.017861291766166687
Iowa-Keokuk,-0.25538069009780884,-0.1263006329536438,0.17581388354301453,-0.02287924289703369,0.01941334269940853,0.056800127029418945,-0.017536401748657227
Iowa-Kossuth,-0.3882705569267273,-0.08852779865264893,0.012149401009082794,-0.03650212287902832,-0.07423260807991028,-0.18989992141723633,0.13973107933998108
Iowa-Lee,-0.13655686378479004,0.17166680097579956,0.13269245624542236,-0.12946444749832153,-0.12699781358242035,-0.16542735695838928,-0.0032538622617721558
Iowa-Linn,-0.3418580889701843,0.13885819911956787,-0.24465665221214294,-0.03996950387954712,-0.11053325980901718,-0.14893478155136108,0.03335569053888321
Iowa-Louisa,-0.15222984552383423,0.07011926174163818,-0.0025108829140663147,-0.18990656733512878,0.15592408180236816,-0.15321868658065796,-0.05101418495178223
Iowa-Lucas,-0.27361607551574707,0.02992314100265503,0.0632898285984993,-0.07777845859527588,-0.10764563828706741,0.02499556541442871,0.09655430167913437
Iowa-Lyon,-0.42584121227264404,-0.10925912857055664,-0.04957182705402374,-0.02976304292678833,-0.014487526379525661,-0.13566958904266357,0.08717112988233566
Iowa-Madison,-0.41921430826187134,0.034654974937438965,-0.13997530937194824,-0.049704551696777344,0.07773664593696594,0.08880949020385742,0.010025568306446075
Iowa-Mahaska,-0.27444446086883545,0.05929148197174072,0.04777761548757553,-0.08521074056625366,-0.017882537096738815,-0.1241919994354248,-0.00529046356678009
Iowa-Marion,-0.36954444646835327,0.07442283630371094,-0.08746780455112457,-0.05900919437408447,-0.07967924326658249,-0.11328676342964172,0.010172761976718903
Iowa-Marshall,-0.08229613304138184,0.01653975248336792,-0.06421414762735367,-0.15144798159599304,0.05834101885557175,-0.21467986702919006,-0.20225557684898376
Iowa-Mills,-0.33995455503463745,-0.046031832695007324,-0.07906923443078995,0.012945801019668579,-0.03196606785058975,0.06324553489685059,-0.05811820179224014
Iowa-Mitchell,-0.38325613737106323,-0.1208966076374054,0.10246066004037857,-0.052940040826797485,0.02454238012433052,-0.14479783177375793,0.08833117038011551
Iowa-Monona,-0.21828019618988037,-0.04729825258255005,0.13464096188545227,-0.05415612459182739,-0.070273756980896,0.029992759227752686,0.0759052261710167
Iowa-Monroe,-0.2821049094200134,-0.015335798263549805,0.06395994126796722,-0.028394967317581177,0.0019720643758773804,0.032868027687072754,0.0019228532910346985
Iowa-Montgomery,-0.17745250463485718,0.01391148567199707,0.14577898383140564,-0.07549932599067688,-0.107533298432827,-0.06735676527023315,0.05411287397146225
Iowa-Muscatine,-0.1324455440044403,0.07148605585098267,-0.05406375974416733,-0.15905341506004333,-0.009516230784356594,-0.24014270305633545,-0.05354484170675278
Iowa-O'Brien,-0.39533573389053345,-0.063254714012146,-0.025404881685972214,-0.06624087691307068,0.031179506331682205,-0.22744864225387573,-0.008108213543891907
Iowa-Osceola,-0.3222759962081909,-0.11850324273109436,0.07489033788442612,-0.10457098484039307,0.13845396041870117,-0.1626206338405609,-0.04794779419898987
Iowa-Page,-0.22435995936393738,0.000575721263885498,0.07418502122163773,-0.038813233375549316,-0.13580451905727386,-0.18969398736953735,0.053349532186985016
Iowa-Palo Alto,-0.29946792125701904,-0.04873460531234741,0.062022075057029724,-0.024160236120224,-0.09583692252635956,-0.134283185005188,0.037119366228580475
Iowa-Plymouth,-0.37729984521865845,-0.017875254154205322,-0.06165004521608353,-0.06887254118919373,-0.02667059376835823,-0.13597673177719116,0.045487575232982635
Iowa-Pocahontas,-0.28643643856048584,-0.15998229384422302,0.12873432040214539,-0.03101181983947754,0.002263103611767292,-0.10526600480079651,0.14052119851112366
Iowa-Polk,-0.20051974058151245,0.11630576848983765,-0.3035266399383545,-0.00262451171875,-0.16143599152565002,-0.11357671022415161,0.04195467382669449
Iowa-Pottawattamie,-0.21735724806785583,0.13987475633621216,-0.08949089050292969,-0.1276349127292633,-0.10774645209312439,-0.09108573198318481,-0.00375492125749588
Iowa-Poweshiek,-0.3515778183937073,0.0036436915397644043,-0.07406613230705261,-0.04754728078842163,-0.10337290167808533,-0.20841529965400696,-0.03021271526813507
Iowa-Ringgold,-0.36090391874313354,-0.3013768196105957,0.1161150112748146,0.05845963954925537,0.0036362027749419212,-0.03007298707962036,0.12352732568979263
Iowa-Sac,-0.355884313583374,0.01276397705078125,0.007276766002178192,-0.08388537168502808,-0.07480073720216751,-0.14217951893806458,0.027700312435626984
Iowa-Scott,-0.20528104901313782,0.13173317909240723,-0.19039303064346313,-0.01337459683418274,-0.13362787663936615,-0.15132829546928406,0.05033912509679794
Iowa-Shelby,-0.3598397970199585,-0.07819795608520508,-0.0009157583117485046,-0.051994919776916504,-0.021826185286045074,-0.08960440754890442,0.11169666796922684
Iowa-Sioux,-0.3534104824066162,-0.11221981048583984,-0.09812226891517639,-0.08548375964164734,-0.009877308271825314,-0.28080061078071594,0.01463811844587326
Iowa-Story,-0.151358962059021,-0.16593775153160095,-0.11170922219753265,0.17314673960208893,-0.28730660676956177,-0.0025254487991333008,-0.028101444244384766
Iowa-Tama,-0.19275623559951782,-0.02037370204925537,-0.0031287483870983124,-0.08075806498527527,0.05722137913107872,-0.048553526401519775,-0.08315157890319824
Iowa-Taylor,-0.20962661504745483,-0.09578323364257812,0.17785587906837463,-0.09079563617706299,0.0909821167588234,-0.08776113390922546,-0.056894220411777496
Iowa-Union,-0.2565256953239441,0.045578181743621826,0.15006056427955627,-0.10176196694374084,-0.07086174935102463,-0.20181307196617126,0.0289444699883461
Iowa-Van Buren,-0.23630094528198242,0.027319908142089844,0.1897304356098175,-0.11018162965774536,0.07491424679756165,-0.02401149272918701,-0.0030631497502326965
Iowa-Wapello,-0.08641397953033447,0.13282829523086548,0.10566558688879013,-0.16345706582069397,-0.05042074993252754,-0.20042189955711365,-0.0628068819642067
Iowa-Warren,-0.40369051694869995,0.07891088724136353,-0.22594782710075378,-0.041881412267684937,-0.07592342048883438,0.03875476121902466,0.04279527813196182
Iowa-Washington,-0.2853700518608093,-0.11631441116333008,-0.011006582528352737,-0.01784682273864746,0.02727408893406391,-7.2479248046875e-05,-0.05503833293914795
Iowa-Wayne,-0.30613964796066284,-0.11196964979171753,0.17623084783554077,-0.051529645919799805,0.10145453363656998,0.026293039321899414,0.10407113283872604
Iowa-Webster,-0.15488862991333008,0.03446286916732788,0.05297596752643585,-0.04904067516326904,-0.16448314487934113,-0.13686949014663696,0.06047002226114273
Iowa-Winnebago,-0.3202275037765503,0.09484201669692993,0.021689876914024353,-0.12497276067733765,-0.031973548233509064,-0.23300600051879883,-0.05751886963844299
Iowa-Winneshiek,-0.4097471237182617,-0.10663962364196777,-0.07370308041572571,-0.0007313191890716553,-0.0923277735710144,-0.18513181805610657,0.01353282481431961
Iowa-Woodbury,-0.08396509289741516,0.13613277673721313,-0.10484588146209717,-0.15775063633918762,-0.10078421980142593,-0.2266412079334259,-0.011234574019908905
Iowa-Worth,-0.29753923416137695,0.036657094955444336,0.07827433198690414,-0.11672502756118774,-0.0016964180395007133,-0.11744675040245056,-0.015779457986354828
Iowa-Wright,-0.22364556789398193,-0.06094413995742798,0.0661662146449089,-0.10338348150253296,0.019511213526129723,-0.2260419726371765,-0.032479166984558105
Kansas-Allen,-0.14251506328582764,-0.005314767360687256,0.1887076199054718,-0.0495852530002594,-0.11227237433195114,-0.14928776025772095,-0.006470441818237305
Kansas-Anderson,-0.148581862449646,-0.15712633728981018,0.3099766969680786,-0.0484849214553833,0.07907580584287643,0.11209166049957275,-0.028553351759910583
Kansas-Atchison,-0.13341718912124634,0.05030316114425659,0.08410892635583878,-0.034496575593948364,-0.06126762554049492,-0.0657995343208313,0.005044244229793549
Kansas-Barber,-0.3292573094367981,-0.21396061778068542,0.07469172030687332,-0.0009591281414031982,0.011430056765675545,-0.17386287450790405,0.11610100418329239
Kansas-Barton,-0.07805651426315308,-0.04895550012588501,0.02256205677986145,-0.10595148801803589,-0.06257839500904083,-0.11929422616958618,0.003977291285991669
Kansas-Bourbon,-0.11885786056518555,0.02038097381591797,0.15933012962341309,-0.022608846426010132,-0.16193920373916626,-0.11019366979598999,0.0005743876099586487
Kansas-Brown,-0.13198113441467285,-0.10151106119155884,0.12438880652189255,0.007519841194152832,-0.11945024132728577,-0.13526782393455505,0.04781440645456314
Kansas-Butler,-0.28199487924575806,0.02320384979248047,-0.11992623656988144,-0.01411062479019165,-0.0518798790872097,0.0006532669067382812,0.023925118148326874
Kansas-Chase,-0.23858734965324402,-0.09368222951889038,0.10846801847219467,-0.041729748249053955,0.05300654098391533,-0.002744913101196289,0.06689947098493576
Kansas-Chautauqua,-0.12942945957183838,-0.16729983687400818,0.26001212000846863,-0.020083695650100708,0.1012454703450203,-0.010153591632843018,0.013121776282787323
Kansas-Cherokee,-0.12023186683654785,0.025523841381072998,0.15494760870933533,-0.046977102756500244,-0.12250646948814392,-0.04796072840690613,0.007120676338672638
Kansas-Cheyenne,-0.2961246967315674,-0.4209948182106018,0.06322088837623596,0.08883297443389893,-0.005420279689133167,-0.07445147633552551,0.11809680610895157
Kansas-Clark,-0.1367667317390442,-0.41798311471939087,0.06936793774366379,0.09559780359268188,-0.0492762066423893,-0.058098018169403076,0.20222371816635132
Kansas-Clay,-0.29320698976516724,-0.21234753727912903,0.030468180775642395,0.04096290469169617,-0.03977495804429054,0.003592848777770996,0.10866106301546097
Kansas-Cloud,-0.21761363744735718,-0.042027831077575684,0.12655943632125854,-0.056992679834365845,-0.13577817380428314,-0.15609052777290344,-0.032521769404411316
Kansas-Coffey,-0.3028222918510437,-0.09163016080856323,-0.0002432316541671753,0.0031241178512573242,-0.010331251658499241,-0.005173981189727783,-0.03232889622449875
Kansas-Comanche,-0.32059991359710693,-0.35929715633392334,0.1019127294421196,0.08771267533302307,-0.07620619237422943,-0.10455465316772461,0.08100398629903793
Kansas-Cowley,-0.046580731868743896,0.02392721176147461,0.07145281881093979,-0.08837485313415527,-0.057662781327962875,-0.12355244159698486,-0.10287337005138397
Kansas-Crawford,-0.0954519510269165,0.043983280658721924,0.08448710292577744,-0.048283934593200684,-0.23822952806949615,-0.13898029923439026,0.02682279795408249
Kansas-Decatur,-0.27679312229156494,-0.33865055441856384,0.15451142191886902,0.09113189578056335,-0.009987040422856808,-0.05787572264671326,-0.017247237265110016
Kansas-Dickinson,-0.2465870976448059,-0.0392376184463501,0.027277275919914246,-0.04459032416343689,-0.0008927686139941216,0.0056206583976745605,-0.06491626799106598
Kansas-Doniphan,-0.21836158633232117,-0.03479337692260742,0.08165211230516434,-0.005028098821640015,-0.05524034425616264,-0.09608283638954163,0.07873594015836716
Kansas-Douglas,-0.13344022631645203,-0.0712931752204895,-0.1899479627609253,0.11923329532146454,-0.22821827232837677,0.014110386371612549,-0.023645401000976562
Kansas-Edwards,-0.1333068609237671,-0.21070078015327454,-0.006636291742324829,-0.08615478873252869,0.08830401301383972,-0.14043062925338745,0.10309412330389023
Kansas-Elk,-0.1173059344291687,-0.31677496433258057,0.22572922706604004,0.1069364845752716,-0.006534903310239315,0.1982783079147339,0.017485715448856354
Kansas-Ellis,-0.22699955105781555,-0.051252782344818115,-0.02547379769384861,-0.030118972063064575,-0.21389569342136383,-0.18951287865638733,0.05420742183923721
Kansas-Ellsworth,-0.25026845932006836,-0.2400733232498169,0.03862561285495758,0.06774461269378662,0.02348131313920021,-0.12475618720054626,-0.058356545865535736
Kansas-Finney,0.2995954751968384,-0.1253678798675537,-0.15139994025230408,-0.2684907615184784,0.13389252126216888,-0.3382832407951355,-0.1605362445116043
Kansas-Ford,0.34505486488342285,-0.06561821699142456,-0.11259534955024719,-0.3527408540248871,0.20882177352905273,-0.40052977204322815,-0.13424886763095856
Kansas-Franklin,-0.20679333806037903,0.05937474966049194,0.028782814741134644,-0.06814399361610413,-0.01143003348261118,0.02867114543914795,-0.04121612012386322
Kansas-Geary,0.19713172316551208,-0.17638620734214783,0.010822854936122894,0.1925361007452011,-0.05833932384848595,-0.08274447917938232,-0.22241821885108948
Kansas-Gove,-0.37760841846466064,-0.4179348051548004,0.10673575848340988,0.1032302975654602,-0.004635150544345379,-0.14362815022468567,0.08171246200799942
Kansas-Graham,-0.2532344460487366,-0.38052478432655334,0.11910621076822281,0.1253393441438675,0.05078374966979027,-0.03229069709777832,0.07704076915979385
Kansas-Grant,0.10650108754634857,-0.3858335316181183,-0.14096367359161377,-0.20032748579978943,0.3206647038459778,-0.20901232957839966,-0.06424123048782349
Kansas-Gray,-0.25564104318618774,-0.2635766267776489,-0.03033865988254547,-0.06057491898536682,0.05502636730670929,-0.14746242761611938,0.08575040847063065
Kansas-Greeley,-0.14873844385147095,-0.4022200107574463,-0.10449209064245224,0.008682548999786377,-0.01411700714379549,-0.17104801535606384,0.19759786128997803
Kansas-Greenwood,-0.16373544931411743,-0.11649537086486816,0.2138083577156067,-0.03882184624671936,0.035794999450445175,0.05104905366897583,-0.041187264025211334
Kansas-Hamilton,0.054281070828437805,-0.5569666028022766,0.11405961960554123,-0.11865198612213135,0.28772497177124023,-0.19877439737319946,0.12901979684829712
Kansas-Harper,-0.1955728530883789,-0.1417255401611328,0.0970177873969078,-0.025467664003372192,-0.06871046870946884,-0.13059180974960327,0.08323121815919876
Kansas-Harvey,-0.1789454221725464,0.02757120132446289,-0.05439219996333122,-0.08574414253234863,-0.06402694433927536,-0.17974203824996948,-0.020549558103084564
Kansas-Haskell,-0.007827579975128174,-0.348084032535553,-0.01822599023580551,-0.08978882431983948,0.10145597159862518,-0.17850154638290405,0.022787950932979584
Kansas-Hodgeman,-0.394184947013855,-0.5341905355453491,-0.0014742091298103333,0.15547986328601837,0.14266295731067657,-0.02855861186981201,0.16216236352920532
Kansas-Jackson,-0.20749282836914062,-0.14145556092262268,0.03160708397626877,0.034516990184783936,0.06570933759212494,0.06808769702911377,-0.1594405472278595
Kansas-Jefferson,-0.29209446907043457,0.025811374187469482,-0.04309166967868805,-0.027886182069778442,0.032327309250831604,0.175967276096344,-0.07677571475505829
Kansas-Jewell,-0.24554342031478882,-0.37173646688461304,0.21218439936637878,0.06741121411323547,-0.013889270834624767,0.014489829540252686,0.23008409142494202
Kansas-Johnson,-0.4036021828651428,0.056933045387268066,-0.5455226898193359,0.05741032958030701,-0.12222729623317719,-0.06250664591789246,0.11438251286745071
Kansas-Kearny,-0.039511412382125854,-0.42440152168273926,-0.004893328994512558,-0.06352072954177856,0.2830250561237335,-0.1682007908821106,-0.044784195721149445
Kansas-Kingman,-0.30860763788223267,-0.17835146188735962,0.10392602533102036,-0.032879799604415894,0.10205965489149094,0.015711545944213867,0.1183742955327034
Kansas-Kiowa,-0.22713825106620789,-0.3325898349285126,0.09903284162282944,0.06413590908050537,-0.08987163752317429,-0.12144938111305237,0.14723637700080872
Kansas-Labette,-0.09185254573822021,0.006846189498901367,0.13617867231369019,-0.026382923126220703,-0.14926037192344666,-0.1599304974079132,-0.016530871391296387
Kansas-Lane,-0.3195872902870178,-0.4528353214263916,0.044852711260318756,0.11366091668605804,-0.01990111544728279,-0.03888925909996033,0.12164273113012314
Kansas-Leavenworth,-0.12827754020690918,-0.04079216718673706,-0.1422363817691803,0.10753926634788513,-0.06324519962072372,0.030277132987976074,-0.11776602268218994
Kansas-Lincoln,-0.28467094898223877,-0.3119903802871704,0.15884491801261902,0.06331592798233032,0.11649392545223236,0.03213322162628174,0.052649907767772675
Kansas-Linn,-0.25115400552749634,0.0017464160919189453,0.03003191202878952,-0.041136711835861206,0.10355127602815628,0.2775813937187195,0.009227894246578217
Kansas-Logan,-0.3315832018852234,-0.43914318084716797,0.10980982333421707,0.08824160695075989,0.07140891253948212,-0.09503287076950073,0.05825508385896683
Kansas-Lyon,0.09478388726711273,-0.02400064468383789,0.05744966119527817,-0.1176290512084961,-0.06223106011748314,-0.16998255252838135,-0.11588682234287262
Kansas-McPherson,-0.386261522769928,-0.06621712446212769,-0.045727577060461044,-0.03423261642456055,-0.031884949654340744,-0.24410539865493774,0.019713081419467926
Kansas-Marion,-0.27934902906417847,-0.07872343063354492,0.07134971767663956,-0.03469884395599365,-0.04893343895673752,-0.08310368657112122,0.010497994720935822
Kansas-Marshall,-0.32254040241241455,-0.07045477628707886,0.0965392217040062,-0.06142234802246094,-0.04111724719405174,-0.20274150371551514,0.0504244789481163
Kansas-Meade,-0.14733219146728516,-0.4295358955860138,0.08543067425489426,0.05647307634353638,0.07121600955724716,-0.0698634684085846,-0.0630640760064125
Kansas-Miami,-0.3448997735977173,0.09297811985015869,-0.14185550808906555,-0.07428145408630371,0.07676956057548523,0.11483550071716309,0.051832325756549835
Kansas-Mitchell,-0.3906327486038208,-0.17756223678588867,0.03626172989606857,-0.0016335546970367432,-0.05453942343592644,-0.2720347046852112,0.2183516025543213
Kansas-Montgomery,-0.031416893005371094,0.09828752279281616,0.1120428666472435,-0.0696600079536438,-0.10678006708621979,-0.19048243761062622,-0.021238118410110474
Kansas-Morris,-0.2839416265487671,-0.21766304969787598,0.13262102007865906,-0.02775019407272339,0.09360933303833008,0.01997143030166626,0.01185811311006546
Kansas-Morton,-0.04777151346206665,-0.387523353099823,0.12072160094976425,-0.06031590700149536,0.23014028370380402,-0.10501042008399963,-0.10887086391448975
Kansas-Nemaha,-0.3498815894126892,-0.0658918023109436,0.04344923794269562,-0.044380128383636475,-0.04449838399887085,-0.18548426032066345,0.054463379085063934
Kansas-Neosho,-0.11418139934539795,-0.049807846546173096,0.16690689325332642,-0.04026675224304199,-0.11457474529743195,-0.10763615369796753,0.004714705049991608
Kansas-Ness,-0.21737492084503174,-0.41383302211761475,0.15283861756324768,0.04412904381752014,-0.014033752493560314,-0.15878114104270935,0.1517825424671173
Kansas-Norton,-0.28520745038986206,-0.30764448642730713,0.08725660294294357,0.07723689079284668,0.06612689793109894,-0.11230781674385071,0.014407344162464142
Kansas-Osage,-0.21533465385437012,0.025434374809265137,0.05840114504098892,-0.05450797080993652,0.030728168785572052,0.18600910902023315,-0.10894149541854858
Kansas-Osborne,-0.2496280074119568,-0.2674383223056793,0.16658884286880493,0.07705456018447876,-0.12948636710643768,-0.07630473375320435,0.22117522358894348
Kansas-Ottawa,-0.366497278213501,-0.12155884504318237,0.009291626513004303,-0.029745250940322876,0.10776782780885696,0.04348933696746826,0.05483406037092209
Kansas-Pawnee,-0.24156439304351807,-0.36214369535446167,0.05898752808570862,0.13824725151062012,-0.0032196547836065292,-0.13303989171981812,0.0732196792960167
Kansas-Phillips,-0.3116534948348999,-0.2052246332168579,0.05224776268005371,0.0398499071598053,-0.10518207401037216,-0.10309496521949768,0.07109568268060684
Kansas-Pottawatomie,-0.3093658685684204,-0.14205825328826904,-0.0852767750620842,0.03851696848869324,0.009600386954843998,0.01651787757873535,-0.014355182647705078
Kansas-Pratt,-0.2298128604888916,-0.18612492084503174,0.06634858250617981,-0.012513905763626099,-0.02600918337702751,-0.16474223136901855,0.018206097185611725
Kansas-Rawlins,-0.33833807706832886,-0.44738101959228516,0.08433728665113449,0.10502871870994568,-0.011282655410468578,-0.05039173364639282,0.23309838771820068
Kansas-Reno,-0.16064393520355225,0.04589521884918213,-0.029836324974894524,-0.07780227065086365,-0.12755468487739563,-0.13991302251815796,-0.03722307085990906
Kansas-Republic,-0.29082930088043213,-0.18557950854301453,0.12620094418525696,0.00803232192993164,-0.13189496099948883,-0.10139808058738708,0.1991444230079651
Kansas-Rice,-0.1352912187576294,-0.12896117568016052,0.08352769166231155,-0.05448025465011597,0.044516850262880325,-0.17316609621047974,-0.1711101531982422
Kansas-Riley,-0.045515477657318115,-0.23322933912277222,-0.07169072329998016,0.19539953768253326,-0.2752631902694702,-0.04995912313461304,-0.04120144993066788
Kansas-Rooks,-0.2218172550201416,-0.18715089559555054,0.17769616842269897,0.007852792739868164,-0.0662953332066536,-0.08486875891685486,0.00742620974779129
Kansas-Rush,-0.31122714281082153,-0.376804381608963,0.13299566507339478,0.09520736336708069,0.042085323482751846,0.10161316394805908,0.047061122953891754
Kansas-Russell,-0.24841094017028809,-0.1446157693862915,0.1698589324951172,-0.016861259937286377,0.02527570351958275,-0.1458490788936615,-0.01438913494348526
Kansas-Saline,-0.1208181381225586,0.07236254215240479,-0.023345477879047394,-0.10766121745109558,-0.10753701627254486,-0.2702522575855255,0.024007253348827362
Kansas-Scott,-0.26974421739578247,-0.44095921516418457,0.014513388276100159,0.009753406047821045,0.21994537115097046,-0.12220928072929382,0.1717553436756134
Kansas-Sedgwick,-0.028562724590301514,0.1239357590675354,-0.21273303031921387,-0.04453611373901367,-0.09995077550411224,-0.1725042760372162,0.032424382865428925
Kansas-Seward,0.4522852301597595,-0.1548595428466797,-0.0790170356631279,-0.34530261158943176,0.3875160813331604,-0.37623465061187744,-0.2836384177207947
Kansas-Shawnee,-0.039091676473617554,0.0197640061378479,-0.1435951143503189,0.029793143272399902,-0.18314248323440552,-0.10418650507926941,-0.029114484786987305
Kansas-Sheridan,-0.4190637469291687,-0.3635886609554291,0.0679241195321083,0.050606608390808105,0.06399936228990555,-0.1822037696838379,0.2612425982952118
Kansas-Sherman,-0.05147063732147217,-0.17637565732002258,0.1236392930150032,-0.023967593908309937,-0.10068532824516296,-0.11835324764251709,0.006871841847896576
Kansas-Smith,-0.27012360095977783,-0.3216424584388733,0.14984649419784546,0.07290220260620117,-0.08512050658464432,-0.06186828017234802,0.14816561341285706
Kansas-Stafford,-0.1068699061870575,-0.3604678213596344,0.08703338354825974,0.05306020379066467,-0.008980897255241871,-0.007529199123382568,-0.009089261293411255
Kansas-Stanton,-0.04066497087478638,-0.5240317583084106,-0.091483935713768,-0.06788021326065063,0.22302193939685822,-0.25788748264312744,0.11486879736185074
Kansas-Stevens,0.057755693793296814,-0.33365628123283386,-0.004257559776306152,-0.17735067009925842,0.2755489647388458,-0.19757068157196045,0.10418709367513657
Kansas-Sumner,-0.2101353108882904,0.02636641263961792,0.038979850709438324,-0.05951622128486633,-0.023089297115802765,-0.0025607943534851074,-0.04605501890182495
Kansas-Thomas,-0.32345789670944214,-0.25854557752609253,0.01683685928583145,0.035181790590286255,-0.08703416585922241,-0.23083102703094482,0.02629780024290085
Kansas-Trego,-0.4426807761192322,-0.25284305214881897,-0.04946761578321457,0.04575774073600769,0.00945223681628704,-0.11734732985496521,0.04977530986070633
Kansas-Wabaunsee,-0.3305788040161133,-0.05729705095291138,-0.052306849509477615,-0.0029883980751037598,0.06716546416282654,0.12491035461425781,-0.12431240826845169
Kansas-Wallace,-0.38643962144851685,-0.4833678603172302,0.0776529535651207,0.14002522826194763,0.018248628824949265,-0.015099406242370605,0.29344093799591064
Kansas-Washington,-0.27572542428970337,-0.13663020730018616,0.1579062044620514,-0.05117595195770264,0.06638143956661224,-0.09976741671562195,0.0021744444966316223
Kansas-Wichita,-0.10246983170509338,-0.5037115216255188,0.052992239594459534,-0.07685324549674988,0.35920339822769165,-0.24264627695083618,-0.13431929051876068
Kansas-Wilson,-0.1309756636619568,-0.1253194510936737,0.2446180284023285,-0.010645776987075806,-0.09743724763393402,-0.10124430060386658,0.011164270341396332
Kansas-Woodson,-0.07417738437652588,-0.1667267084121704,0.363630473613739,-0.018819034099578857,0.041744086891412735,0.07878661155700684,0.08597219735383987
Kansas-Wyandotte,0.4554183781147003,0.22140967845916748,-0.06957153230905533,-0.05630001425743103,0.05571969971060753,-0.19188106060028076,-0.09593012183904648
Kentucky-Adair,-0.09339934587478638,0.11218225955963135,0.22755759954452515,-0.10452070832252502,-0.0941760390996933,-0.002891838550567627,0.1360497772693634
Kentucky-Allen,-0.1863640546798706,0.0795859694480896,0.20989423990249634,-0.12857428193092346,0.08206915110349655,0.027670562267303467,-0.0030887573957443237
Kentucky-Anderson,-0.22474151849746704,0.010358929634094238,0.048034973442554474,0.005415469408035278,0.003778054378926754,0.12544435262680054,-0.1350368857383728
Kentucky-Ballard,-0.19290366768836975,0.16607904434204102,0.09934612363576889,-0.1142747700214386,-0.04226993769407272,-0.029429376125335693,0.09508005529642105
Kentucky-Barren,-0.09976798295974731,0.13051676750183105,0.207129567861557,-0.09236162900924683,-0.07121239602565765,-0.09308618307113647,0.015151746571063995
Kentucky-Bath,0.004267215728759766,0.03484845161437988,0.35069581866264343,-0.04589107632637024,-0.10178267955780029,0.11994922161102295,0.048075802624225616
Kentucky-Bell,0.1738131046295166,0.19537615776062012,0.4250167906284332,-0.14154818654060364,-0.19120879471302032,0.04735672473907471,-0.0377500057220459
Kentucky-Boone,-0.3529725670814514,0.1869773268699646,-0.3060719668865204,-0.05229848623275757,-0.08379462361335754,-0.02326333522796631,0.04892338067293167
Kentucky-Bourbon,-0.08784565329551697,0.05384397506713867,0.05753813683986664,-0.0433650016784668,-0.010270408354699612,-0.010056793689727783,0.002158217132091522
Kentucky-Boyd,-0.1225542426109314,0.11936777830123901,0.06790024042129517,-0.04859328269958496,-0.1445520520210266,-0.0010878443717956543,0.015102915465831757
Kentucky-Boyle,-0.12334662675857544,0.02884805202484131,0.0655636265873909,0.019429832696914673,-0.11394450068473816,-0.06655985116958618,-0.04011426866054535
Kentucky-Bracken,-0.16031420230865479,0.1832711100578308,0.16553908586502075,-0.14785471558570862,0.13406115770339966,0.33094412088394165,0.008956097066402435
Kentucky-Breathitt,0.13064026832580566,0.07848042249679565,0.3613244593143463,-0.04369595646858215,-0.24159468710422516,0.2481052279472351,-0.1295129805803299
Kentucky-Breckinridge,-0.1332211196422577,0.1308620572090149,0.21996483206748962,-0.12031769752502441,0.13317382335662842,0.13010501861572266,-0.17250457406044006
Kentucky-Bullitt,-0.30785876512527466,0.2827072739601135,-0.07071423530578613,-0.18123701214790344,0.011897758580744267,0.030770182609558105,-0.0016530603170394897
Kentucky-Butler,-0.018036186695098877,0.10669523477554321,0.32428571581840515,-0.1630038321018219,-0.01692209765315056,0.10658740997314453,0.2369825541973114
Kentucky-Caldwell,-0.09148961305618286,-0.029144108295440674,0.21353882551193237,0.026433289051055908,-0.040664371103048325,0.014490902423858643,0.13244161009788513
Kentucky-Calloway,-0.06975403428077698,0.02647608518600464,0.09958242624998093,0.005835056304931641,-0.2548149526119232,-0.056593090295791626,0.07167448848485947
Kentucky-Campbell,-0.2613527774810791,0.17661339044570923,-0.1650678962469101,-0.041806429624557495,-0.1828448623418808,-0.020580649375915527,0.06448816508054733
